Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Unemployment rate,Inflation rate,GDP,Target
single,3rd phase - general contingent,first choice,Basic Education,daytime,Secondary education,123.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 3rd cycle (9th/10th/11th year) or equiv,117.4,1,0,0,1,female,0,19,0,0,6,3,10.1,0,6,2,11.8,11.1,0.6,2.02,Dropout
single,Change of institution/course,first choice,Communication Design,daytime,Secondary education,130.0,Portuguese,Higher education - degree,Secondary education,122.2,0,0,1,1,female,0,20,0,4,10,10,13.0,5,11,11,12.27272727,11.1,0.6,2.02,Graduate
single,1st phase - general contingent,intermediate choice,Social Service,daytime,Secondary education,122.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 2nd cycle (6th/7th/8th year) or equiv,118.2,1,0,0,1,female,0,19,0,0,6,1,11.7,0,6,2,11.0,16.2,0.3,-0.92,Dropout
single,1st phase - general contingent,first choice,Veterinary Nursing,daytime,Secondary education,113.0,Portuguese,Secondary education,Secondary education,106.7,1,0,0,1,female,0,20,0,0,6,3,11.1,0,6,3,10.3,15.5,2.8,-4.06,Dropout
single,1st phase - general contingent,intermediate choice,Nursing,daytime,Secondary education,111.0,Portuguese,Higher education - degree,Higher education - master,108.2,1,0,0,1,female,0,20,0,2,7,5,12.4,0,7,4,11.7,12.4,0.5,1.79,Dropout
single,2nd phase - general contingent,intermediate choice,Basic Education,daytime,Secondary education,133.1,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Secondary education,107.0,1,0,0,1,female,0,20,0,0,7,6,11.66666667,0,7,3,13.0,16.2,0.3,-0.92,Enrolled
single,1st phase - general contingent,first choice,Social Service,daytime,Secondary education,142.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,136.1,1,0,0,1,female,0,18,0,0,6,6,13.85714286,0,6,6,15.0,13.9,-0.3,0.79,Graduate
single,2nd phase - general contingent,intermediate choice,Management,daytime,Secondary education,123.0,Portuguese,Secondary education,Basic education 2nd cycle (6th/7th/8th year) or equiv,115.3,1,0,0,1,female,1,18,0,0,5,3,13.0,0,5,3,11.0,8.9,1.4,3.51,Enrolled
single,1st phase - general contingent,first choice,Veterinary Nursing,daytime,Secondary education,131.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 3rd cycle (9th/10th/11th year) or equiv,139.8,1,0,0,1,female,0,19,0,0,5,5,13.4,0,5,5,12.8,10.8,1.4,1.74,Graduate
single,1st phase - general contingent,intermediate choice,Journalism and Communication,daytime,Secondary education,158.0,Portuguese,Secondary education,Basic education 2nd cycle (6th/7th/8th year) or equiv,157.0,1,0,0,1,female,0,18,0,0,6,6,12.66666667,0,6,6,12.57142857,10.8,1.4,1.74,Graduate
single,2nd phase - general contingent,intermediate choice,Nursing,daytime,Secondary education,122.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,131.0,1,0,0,1,female,0,18,0,0,7,1,10.5,0,7,2,11.8,7.6,2.6,0.32,Dropout
single,Change of course,first choice,Nursing,daytime,Secondary education,130.0,Portuguese,Basic education 2nd cycle (6th/7th/8th year) or equiv,Basic education 2nd cycle (6th/7th/8th year) or equiv,100.0,0,0,0,1,female,0,20,0,0,7,6,11.61666667,0,7,7,13.0,13.9,-0.3,0.79,Enrolled
single,2nd phase - general contingent,first choice,Social Service,daytime,Secondary education,154.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 1st cycle (4th/5th year) or equiv.,140.4,1,0,0,1,female,1,20,0,0,6,2,10.0,0,6,4,10.75,7.6,2.6,0.32,Enrolled
single,2nd phase - general contingent,first choice,Management,daytime,Secondary education,120.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 3rd cycle (9th/10th/11th year) or equiv,113.4,0,0,0,1,female,0,20,0,0,5,3,10.33333333,0,5,3,10.66666667,12.4,0.5,1.79,Enrolled
single,1st phase - general contingent,intermediate choice,Veterinary Nursing,daytime,Secondary education,140.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 2nd cycle (6th/7th/8th year) or equiv,137.0,0,0,0,1,female,0,18,0,0,5,5,13.14285714,0,5,5,11.4,9.4,-0.8,-3.12,Graduate
single,1st phase - general contingent,first choice,Management,daytime,Secondary education,127.0,Portuguese,Higher education - bachelor degree,Basic education 3rd cycle (9th/10th/11th year) or equiv,121.8,0,0,0,1,female,0,18,0,0,5,5,12.6,0,5,5,14.0,11.1,0.6,2.02,Graduate
single,2nd phase - general contingent,first choice,Tourism,daytime,Secondary education,133.1,Portuguese,Secondary education,Secondary education,131.0,1,0,0,1,female,0,21,0,0,6,1,11.8,0,6,4,11.3,9.4,-0.8,-3.12,Dropout
single,1st phase - general contingent,intermediate choice,Management,daytime,Secondary education,120.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 3rd cycle (9th/10th/11th year) or equiv,118.6,1,0,0,1,female,0,19,0,0,5,5,10.8,0,5,4,11.25,16.2,0.3,-0.92,Graduate
single,1st phase - general contingent,first choice,Advertising and Marketing Management,daytime,Secondary education,131.0,Portuguese,Basic education 2nd cycle (6th/7th/8th year) or equiv,Basic education 2nd cycle (6th/7th/8th year) or equiv,127.9,0,0,0,1,female,1,19,0,0,5,5,12.8,0,5,5,14.2,9.4,-0.8,-3.12,Graduate
single,1st phase - general contingent,first choice,Veterinary Nursing,daytime,Secondary education,130.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 2nd cycle (6th/7th/8th year) or equiv,121.3,1,0,0,1,female,0,19,0,0,6,6,14.16666667,0,6,6,12.2,15.5,2.8,-4.06,Graduate
single,2nd phase - general contingent,last choice,Oral Hygiene,daytime,Secondary education,122.0,Portuguese,Secondary education,Secondary education,117.1,1,0,0,1,female,0,19,0,0,7,7,12.5,0,7,4,10.1,13.9,-0.3,0.79,Dropout
single,Technological specialization diploma holders,first choice,Veterinary Nursing,daytime,Technological specialization course,160.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,160.0,1,0,0,1,female,0,20,0,1,6,6,14.16666667,1,6,5,13.77777778,12.4,0.5,1.79,Graduate
single,1st phase - general contingent,first choice,Basic Education,daytime,Secondary education,146.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 2nd cycle (6th/7th/8th year) or equiv,145.3,1,0,0,1,female,1,18,0,0,6,5,12.8,0,6,5,13.4,9.4,-0.8,-3.12,Enrolled
single,2nd phase - general contingent,intermediate choice,Social Service,daytime,Secondary education,131.0,Portuguese,Secondary education,Technological specialization course,122.6,1,0,0,1,female,0,18,0,0,6,6,13.0,0,6,6,13.66666667,12.4,0.5,1.79,Graduate
single,2nd phase - general contingent,last choice,Nursing,daytime,Secondary education,132.0,Portuguese,Secondary education,Basic education 1st cycle (4th/5th year) or equiv.,128.0,1,0,0,1,female,0,19,0,0,7,7,13.46714286,0,8,8,15.01111111,12.4,0.5,1.79,Graduate
single,1st phase - general contingent,intermediate choice,Nursing,daytime,Secondary education,138.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 3rd cycle (9th/10th/11th year) or equiv,124.9,1,0,0,1,female,1,18,0,0,7,5,10.6,0,8,1,10.3,13.9,-0.3,0.79,Dropout
single,2nd phase - general contingent,intermediate choice,Communication Design,daytime,Secondary education,130.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,123.7,1,0,0,1,female,0,18,0,0,6,6,12.33333333,0,6,6,13.0,7.6,2.6,0.32,Graduate
single,1st phase - general contingent,intermediate choice,Management,daytime,Secondary education,126.0,Portuguese,Secondary education,Basic education 3rd cycle (9th/10th/11th year) or equiv,120.1,1,0,0,1,female,0,19,0,0,5,5,12.4,0,5,5,14.6,8.9,1.4,3.51,Graduate
single,2nd phase - general contingent,last choice,Nursing,daytime,Secondary education,148.0,Portuguese,Secondary education,Basic education 3rd cycle (9th/10th/11th year) or equiv,131.7,1,0,0,1,female,0,19,0,0,7,3,10.7,0,7,6,10.6,13.9,-0.3,0.79,Dropout
single,Change of course,first choice,Social Service,daytime,Secondary education,130.0,Portuguese,Basic education 2nd cycle (6th/7th/8th year) or equiv,Basic education 1st cycle (4th/5th year) or equiv.,133.2,0,0,0,1,female,0,20,0,5,9,9,11.66666667,2,7,7,11.71428571,7.6,2.6,0.32,Graduate
single,1st phase - general contingent,first choice,Advertising and Marketing Management,daytime,Secondary education,117.0,Portuguese,Secondary education,Basic education 2nd cycle (6th/7th/8th year) or equiv,109.3,0,0,1,0,female,1,19,0,0,6,4,11.6,0,6,1,11.8,12.4,0.5,1.79,Dropout
single,2nd phase - general contingent,first choice,Advertising and Marketing Management,daytime,Secondary education,120.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 3rd cycle (9th/10th/11th year) or equiv,113.0,1,0,0,1,female,0,20,0,0,5,4,12.2,0,5,4,11.5,7.6,2.6,0.32,Graduate
single,1st phase - general contingent,first choice,Journalism and Communication,daytime,Secondary education,153.0,Portuguese,Secondary education,Secondary education,157.9,0,0,1,1,female,1,18,0,0,6,6,14.83333333,0,6,6,14.83333333,8.9,1.4,3.51,Graduate
single,1st phase - general contingent,intermediate choice,Nursing,daytime,Secondary education,117.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Secondary education,112.1,0,0,0,1,female,1,20,0,0,7,5,13.188,0,8,7,12.89285714,11.1,0.6,2.02,Enrolled
single,3rd phase - general contingent,first choice,Nursing,daytime,Secondary education,178.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Secondary education,174.7,0,0,0,1,female,0,18,0,0,7,7,17.125,0,8,8,17.5875,13.9,-0.3,0.79,Graduate
single,1st phase - general contingent,intermediate choice,Nursing,daytime,Secondary education,129.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,128.8,1,0,0,1,female,0,19,0,0,7,6,12.66666667,0,7,6,12.66666667,7.6,2.6,0.32,Graduate
single,1st phase - general contingent,last choice,Journalism and Communication,daytime,Secondary education,116.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Secondary education,110.1,1,0,0,1,female,1,19,0,0,6,6,12.66666667,0,6,5,12.0,12.4,0.5,1.79,Graduate
single,1st phase - general contingent,intermediate choice,Social Service,daytime,Secondary education,135.0,Portuguese,Secondary education,Other - 11th year of schooling,121.0,1,0,0,1,female,1,19,0,0,6,6,11.33333333,0,6,6,11.5,12.4,0.5,1.79,Graduate
single,1st phase - general contingent,intermediate choice,Nursing,daytime,Secondary education,141.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 3rd cycle (9th/10th/11th year) or equiv,131.7,1,0,0,1,female,1,19,0,0,7,7,13.605,0,8,8,12.33125,15.5,2.8,-4.06,Graduate
single,2nd phase - general contingent,intermediate choice,Basic Education,daytime,Secondary education,132.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 2nd cycle (6th/7th/8th year) or equiv,119.1,1,0,0,1,female,1,19,0,0,6,5,12.0,0,6,5,10.8,9.4,-0.8,-3.12,Graduate
single,1st phase - general contingent,intermediate choice,Tourism,daytime,Secondary education,132.0,Portuguese,Other - 11th year of schooling,Basic education 3rd cycle (9th/10th/11th year) or equiv,124.7,1,0,0,1,female,0,19,0,0,5,3,11.5,0,5,4,11.2,7.6,2.6,0.32,Dropout
single,2nd phase - general contingent,first choice,Tourism,daytime,Secondary education,113.0,Portuguese,Secondary education,Basic education 1st cycle (4th/5th year) or equiv.,117.2,1,0,0,1,female,0,20,0,0,6,3,11.2,0,6,1,11.7,7.6,2.6,0.32,Dropout
single,1st phase - general contingent,first choice,Management,daytime,Secondary education,134.0,Portuguese,Higher education - degree,Basic education 3rd cycle (9th/10th/11th year) or equiv,128.8,0,0,0,1,female,0,18,0,0,5,5,13.375,0,5,5,14.16666667,13.9,-0.3,0.79,Graduate
single,1st phase - general contingent,first choice,Nursing,daytime,Secondary education,136.0,Portuguese,Secondary education,Basic education 3rd cycle (9th/10th/11th year) or equiv,131.5,0,0,0,1,female,1,20,0,0,7,6,13.86333333,0,8,7,14.17857143,11.1,0.6,2.02,Graduate
single,1st phase - general contingent,first choice,Veterinary Nursing,daytime,Secondary education,129.0,Portuguese,Secondary education,Basic education 2nd cycle (6th/7th/8th year) or equiv,123.4,0,0,0,1,female,0,19,0,0,5,5,12.4,0,5,5,13.4,7.6,2.6,0.32,Graduate
single,2nd phase - general contingent,first choice,Basic Education,daytime,Secondary education,138.0,Portuguese,Basic education 2nd cycle (6th/7th/8th year) or equiv,Basic education 2nd cycle (6th/7th/8th year) or equiv,124.7,1,0,0,1,female,0,18,0,0,6,3,12.33333333,0,6,5,10.83333333,9.4,-0.8,-3.12,Enrolled
single,1st phase - general contingent,first choice,Basic Education,daytime,Secondary education,137.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,132.8,1,0,0,1,female,0,18,0,0,6,6,13.33333333,0,6,5,11.8,7.6,2.6,0.32,Graduate
single,Change of course,first choice,Basic Education,daytime,Secondary education,115.0,Portuguese,Higher education - degree,Basic education 1st cycle (4th/5th year) or equiv.,108.7,1,0,0,1,female,0,21,0,0,6,1,11.2,0,6,2,10.3,9.4,-0.8,-3.12,Dropout
single,1st phase - general contingent,first choice,Basic Education,daytime,Secondary education,129.0,Portuguese,Basic education 2nd cycle (6th/7th/8th year) or equiv,Basic education 1st cycle (4th/5th year) or equiv.,138.1,0,0,0,1,female,0,19,0,0,6,2,11.0,0,6,6,11.3,7.6,2.6,0.32,Dropout
single,1st phase - general contingent,first choice,Management,daytime,Secondary education,131.0,Portuguese,Basic education 2nd cycle (6th/7th/8th year) or equiv,Basic education 2nd cycle (6th/7th/8th year) or equiv,126.5,0,0,0,1,female,1,18,0,0,5,5,10.6,0,5,5,11.8,12.4,0.5,1.79,Graduate
single,2nd phase - general contingent,intermediate choice,Social Service,daytime,Secondary education,133.0,Portuguese,Secondary education,Basic education 1st cycle (4th/5th year) or equiv.,127.4,1,0,0,1,female,1,18,0,0,6,6,12.25,0,6,6,11.85714286,12.7,3.7,-1.7,Graduate
single,1st phase - general contingent,intermediate choice,Social Service,daytime,Secondary education,125.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Secondary education,123.6,1,0,0,1,female,0,20,0,0,6,4,11.0,0,6,6,11.83333333,9.4,-0.8,-3.12,Graduate
single,Over 23 years old,first choice,Social Service (evening attendance),evening,Secondary education,120.0,Portuguese,Secondary education,Basic education 3rd cycle (9th/10th/11th year) or equiv,122.0,0,0,0,1,female,1,24,0,0,6,5,11.0,0,6,5,12.6,11.1,0.6,2.02,Graduate
single,1st phase - general contingent,first choice,Advertising and Marketing Management,daytime,Secondary education,128.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Secondary education,118.2,0,0,0,1,female,0,19,0,0,6,4,10.3,0,6,4,11.0,10.8,1.4,1.74,Dropout
single,1st phase - general contingent,first choice,Nursing,daytime,Secondary education,127.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 1st cycle (4th/5th year) or equiv.,123.9,1,0,0,1,female,1,18,0,0,7,7,12.85555556,0,8,7,12.76111111,15.5,2.8,-4.06,Graduate
single,1st phase - general contingent,intermediate choice,Nursing,daytime,Secondary education,134.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 3rd cycle (9th/10th/11th year) or equiv,125.8,1,0,0,1,female,0,18,0,0,7,7,14.91875,0,8,8,15.355,15.5,2.8,-4.06,Graduate
single,2nd phase - general contingent,intermediate choice,Basic Education,daytime,Secondary education,132.0,Portuguese,Other - 11th year of schooling,Other - 11th year of schooling,123.3,1,0,0,1,female,0,21,0,0,6,4,10.9,0,6,2,10.2,10.8,1.4,1.74,Dropout
single,2nd phase - general contingent,intermediate choice,Advertising and Marketing Management,daytime,Secondary education,124.0,Portuguese,Secondary education,Basic education 3rd cycle (9th/10th/11th year) or equiv,124.4,0,0,0,1,female,0,19,0,0,5,5,14.2,0,5,5,14.2,7.6,2.6,0.32,Graduate
single,2nd phase - general contingent,first choice,Journalism and Communication,daytime,Secondary education,133.1,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 1st cycle (4th/5th year) or equiv.,126.0,0,0,0,1,female,1,19,0,0,6,6,12.5,0,6,6,13.0,15.5,2.8,-4.06,Graduate
single,2nd phase - general contingent,intermediate choice,Social Service,daytime,Secondary education,125.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 3rd cycle (9th/10th/11th year) or equiv,121.5,0,0,0,1,female,0,19,0,0,6,5,11.66666667,0,6,4,11.0,13.9,-0.3,0.79,Graduate
single,Over 23 years old,first choice,Nursing,daytime,Higher education - degree,130.0,Portuguese,Higher education - bachelor degree,Higher education - bachelor degree,130.0,0,0,0,1,female,0,29,0,1,8,7,14.25714286,1,8,7,14.25714286,12.7,3.7,-1.7,Graduate
single,Change of course,first choice,Social Service,daytime,Secondary education,125.0,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv,Basic education 3rd cycle (9th/10th/11th year) or equiv,117.0,1,0,0,1,female,0,21,0,0,6,3,10.1,0,6,1,10.5,16.2,0.3,-0.92,Dropout
single,Over 23 years old,first choice,Veterinary Nursing,daytime,Secondary education,130.0,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 3rd cycle (9th/10th/11th year) or equiv,130.0,1,0,0,1,female,0,28,0,0,5,4,11.25,0,5,4,10.5,12.7,3.7,-1.7,Enrolled
single,2nd phase - general contingent,intermediate choice,Oral Hygiene,daytime,Secondary education,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,108.0,0,0,0,1,female,0,20,0,0,7,7,12.45714286,0,8,8,13.5625,15.5,2.8,-4.06,Graduate
